,spores,techs,locs,carriers,unit,flow_out_sum
18,206,chp_hydrogen,PRT_1,electricity,twh,0.00011005920605645258
19,206,chp_hydrogen,PRT_2,electricity,twh,0.00011598971423537138
20,206,chp_methane_extraction,PRT_1,electricity,twh,0.00014504972880832436
21,206,chp_methane_extraction,PRT_2,electricity,twh,0.00013767471882637872
22,206,chp_wte_back_pressure,PRT_1,electricity,twh,0.2231389293076338
23,206,chp_wte_back_pressure,PRT_2,electricity,twh,0.21838412782938169
26,206,el_import,ESP,electricity,twh,6.453967525664534
31,206,electrolysis,PRT_1,hydrogen,twh,0.0014724847466888
32,206,electrolysis,PRT_2,hydrogen,twh,29.25248826244468
33,206,existing_pv,PRT_1,electricity,twh,1.7730663167923173
34,206,existing_wind,PRT_1,electricity,twh,16.314980190262034
38,206,heat_storage_big,PRT_1,heat,twh,0.0047304599166946
39,206,heat_storage_big,PRT_2,heat,twh,0.0060240895669643
40,206,heat_storage_small,PRT_1,heat,twh,0.0290186212122784
41,206,heat_storage_small,PRT_2,heat,twh,0.0248303578931272
48,206,hydro_reservoir,PRT_1,electricity,twh,2.158079916560563
49,206,hydro_reservoir,PRT_2,electricity,twh,0.3940158227860747
50,206,hydro_run_of_river,PRT_1,electricity,twh,2.519816943419501
51,206,hydro_run_of_river,PRT_2,electricity,twh,0.3772790800972401
64,206,methane_boiler,PRT_1,heat,twh,0.0001120910007857
65,206,methane_boiler,PRT_2,heat,twh,6.500738275330164e-05
66,206,methane_storage,PRT_1,methane,twh,5.728864406544801
67,206,methane_storage,PRT_2,methane,twh,5.746201706621486
68,206,open_field_pv,PRT_1,electricity,twh,97.80569904217057
69,206,pumped_hydro,PRT_1,electricity,twh,7.851403069977
70,206,pumped_hydro,PRT_2,electricity,twh,1.309305992133932
71,206,roof_mounted_pv,PRT_1,electricity,twh,0.0009145407236379701
72,206,waste_supply,PRT_1,waste,twh,1.0282398634243612
73,206,waste_supply,PRT_2,waste,twh,1.0063255850595691
74,206,wind_offshore,PRT_1,electricity,twh,49.74141252749833
75,206,wind_onshore,PRT_1,electricity,twh,6.3998070173938615
0,207,battery,PRT_1,electricity,twh,0.0002013856414386
1,207,battery,PRT_2,electricity,twh,0.0002095267360354
2,207,biofuel_boiler,PRT_1,heat,twh,8.9752279922481
3,207,biofuel_boiler,PRT_2,heat,twh,0.0001422362686426
4,207,biofuel_supply,PRT_1,biofuel,twh,20.3968574286346
5,207,biofuel_supply,PRT_2,biofuel,twh,16.112473886767326
6,207,biofuel_to_diesel,PRT_1,diesel,twh,1.0753898713866716
7,207,biofuel_to_diesel,PRT_2,diesel,twh,1.0138084651687451
10,207,biofuel_to_methane,PRT_1,methane,twh,4.349460519131355
11,207,biofuel_to_methane,PRT_2,methane,twh,3.477705356777787
12,207,biofuel_to_methanol,PRT_1,methanol,twh,0.7611103140243491
13,207,biofuel_to_methanol,PRT_2,methanol,twh,6.145217441072017
14,207,ccgt,PRT_1,electricity,twh,1.3522562821498749e-05
15,207,ccgt,PRT_2,electricity,twh,1.0202112927584476e-05
16,207,chp_biofuel_extraction,PRT_1,electricity,twh,0.00021082988403334872
17,207,chp_biofuel_extraction,PRT_2,electricity,twh,0.00017189409686152004
18,207,chp_hydrogen,PRT_1,electricity,twh,7.0661180532494e-05
19,207,chp_hydrogen,PRT_2,electricity,twh,7.485295779467335e-05
20,207,chp_methane_extraction,PRT_1,electricity,twh,9.348826381460847e-05
21,207,chp_methane_extraction,PRT_2,electricity,twh,8.615658969560929e-05
22,207,chp_wte_back_pressure,PRT_1,electricity,twh,0.2231281319688434
23,207,chp_wte_back_pressure,PRT_2,electricity,twh,0.2183731842154146
26,207,el_import,ESP,electricity,twh,6.563225800184998
31,207,electrolysis,PRT_1,hydrogen,twh,0.0011384432109747
32,207,electrolysis,PRT_2,hydrogen,twh,29.25307842273814
33,207,existing_pv,PRT_1,electricity,twh,1.7728919597933683
34,207,existing_wind,PRT_1,electricity,twh,16.31452948930197
38,207,heat_storage_big,PRT_1,heat,twh,0.0034146057877358
39,207,heat_storage_big,PRT_2,heat,twh,0.0031386896323151
40,207,heat_storage_small,PRT_1,heat,twh,0.0230922405934927
41,207,heat_storage_small,PRT_2,heat,twh,0.018971439768011
48,207,hydro_reservoir,PRT_1,electricity,twh,2.157837762066745
49,207,hydro_reservoir,PRT_2,electricity,twh,0.3939915527323365
50,207,hydro_run_of_river,PRT_1,electricity,twh,2.490977260605331
51,207,hydro_run_of_river,PRT_2,electricity,twh,0.3769171861411155
64,207,methane_boiler,PRT_1,heat,twh,8.129930135740207e-05
65,207,methane_boiler,PRT_2,heat,twh,4.002088062319569e-05
66,207,methane_storage,PRT_1,methane,twh,5.689591673884145
67,207,methane_storage,PRT_2,methane,twh,5.761269743514661
68,207,open_field_pv,PRT_1,electricity,twh,97.96852298811957
69,207,pumped_hydro,PRT_1,electricity,twh,7.831268218520493
70,207,pumped_hydro,PRT_2,electricity,twh,1.3011623920709132
71,207,roof_mounted_pv,PRT_1,electricity,twh,0.0006009341998410028
72,207,waste_supply,PRT_1,waste,twh,1.0282179979331922
73,207,waste_supply,PRT_2,waste,twh,1.00630371957331
74,207,wind_offshore,PRT_1,electricity,twh,49.598693357302416
75,207,wind_onshore,PRT_1,electricity,twh,6.326389561303844
0,208,battery,PRT_1,electricity,twh,0.0003787891721469
1,208,battery,PRT_2,electricity,twh,0.000392650170124
2,208,biofuel_boiler,PRT_1,heat,twh,8.975515546964097
3,208,biofuel_boiler,PRT_2,heat,twh,0.0003375071684417
4,208,biofuel_supply,PRT_1,biofuel,twh,20.39757342286661
5,208,biofuel_supply,PRT_2,biofuel,twh,16.113069152985023
6,208,biofuel_to_diesel,PRT_1,diesel,twh,1.075163269492089
7,208,biofuel_to_diesel,PRT_2,diesel,twh,1.0136496197445863
10,208,biofuel_to_methane,PRT_1,methane,twh,4.349335550057862
11,208,biofuel_to_methane,PRT_2,methane,twh,3.477923711584588
12,208,biofuel_to_methanol,PRT_1,methanol,twh,0.7611523997961607
13,208,biofuel_to_methanol,PRT_2,methanol,twh,6.145233880150697
14,208,ccgt,PRT_1,electricity,twh,2.3242323312512205e-05
15,208,ccgt,PRT_2,electricity,twh,1.7372618438874065e-05
16,208,chp_biofuel_extraction,PRT_1,electricity,twh,0.0003940893941203
17,208,chp_biofuel_extraction,PRT_2,electricity,twh,0.00038101932593080005
18,208,chp_hydrogen,PRT_1,electricity,twh,0.00013143407267233485
19,208,chp_hydrogen,PRT_2,electricity,twh,0.0001392795522558593
20,208,chp_methane_extraction,PRT_1,electricity,twh,0.0001750958986817466
21,208,chp_methane_extraction,PRT_2,electricity,twh,0.00016797043000007502
22,208,chp_wte_back_pressure,PRT_1,electricity,twh,0.22314162069396737
23,208,chp_wte_back_pressure,PRT_2,electricity,twh,0.2183875750940391
26,208,el_import,ESP,electricity,twh,6.453894401414413
31,208,electrolysis,PRT_1,hydrogen,twh,0.0021257721316493
32,208,electrolysis,PRT_2,hydrogen,twh,29.25154602057804
33,208,existing_pv,PRT_1,electricity,twh,1.7731016324452127
34,208,existing_wind,PRT_1,electricity,twh,16.31513806456566
38,208,heat_storage_big,PRT_1,heat,twh,0.0060890556084118
39,208,heat_storage_big,PRT_2,heat,twh,0.0098666881224756
40,208,heat_storage_small,PRT_1,heat,twh,0.036725131094366
41,208,heat_storage_small,PRT_2,heat,twh,0.0317332388710098
48,208,hydro_reservoir,PRT_1,electricity,twh,2.158217609603072
49,208,hydro_reservoir,PRT_2,electricity,twh,0.3940295510251392
50,208,hydro_run_of_river,PRT_1,electricity,twh,2.51986882218431
51,208,hydro_run_of_river,PRT_2,electricity,twh,0.3773420586520163
64,208,methane_boiler,PRT_1,heat,twh,0.0001476899542601
65,208,methane_boiler,PRT_2,heat,twh,7.460537983325698e-05
66,208,methane_storage,PRT_1,methane,twh,5.71720095173656
67,208,methane_storage,PRT_2,methane,twh,5.746181714330067
68,208,open_field_pv,PRT_1,electricity,twh,97.80715341527414
69,208,pumped_hydro,PRT_1,electricity,twh,7.851226028848628
70,208,pumped_hydro,PRT_2,electricity,twh,1.309689949419215
71,208,roof_mounted_pv,PRT_1,electricity,twh,0.0011325106558717699
72,208,waste_supply,PRT_1,waste,twh,1.0282517200986006
73,208,waste_supply,PRT_2,waste,twh,1.0063374416898123
74,208,wind_offshore,PRT_1,electricity,twh,49.74178024823807
75,208,wind_onshore,PRT_1,electricity,twh,6.3983101646079055
0,209,battery,PRT_1,electricity,twh,0.0001577289854945
1,209,battery,PRT_2,electricity,twh,0.0001640824092408
2,209,biofuel_boiler,PRT_1,heat,twh,8.97796806454345
3,209,biofuel_boiler,PRT_2,heat,twh,0.0001104642316571
4,209,biofuel_supply,PRT_1,biofuel,twh,20.40012553961044
5,209,biofuel_supply,PRT_2,biofuel,twh,16.11232245059476
6,209,biofuel_to_diesel,PRT_1,diesel,twh,1.0754494608289384
7,209,biofuel_to_diesel,PRT_2,diesel,twh,1.0138473852650571
10,209,biofuel_to_methane,PRT_1,methane,twh,4.349478198236254
11,209,biofuel_to_methane,PRT_2,methane,twh,3.4776237889739496
12,209,biofuel_to_methanol,PRT_1,methanol,twh,0.7610999433427084
13,209,biofuel_to_methanol,PRT_2,methanol,twh,6.145214545930086
14,209,ccgt,PRT_1,electricity,twh,9.724601739024806e-06
15,209,ccgt,PRT_2,electricity,twh,7.31087795912306e-06
16,209,chp_biofuel_extraction,PRT_1,electricity,twh,0.00016704039600367885
17,209,chp_biofuel_extraction,PRT_2,electricity,twh,0.0001462462102950114
18,209,chp_hydrogen,PRT_1,electricity,twh,5.462467675019846e-05
19,209,chp_hydrogen,PRT_2,electricity,twh,5.7965852230935505e-05
20,209,chp_methane_extraction,PRT_1,electricity,twh,7.264460998652683e-05
21,209,chp_methane_extraction,PRT_2,electricity,twh,6.850750192052214e-05
22,209,chp_wte_back_pressure,PRT_1,electricity,twh,0.22312573759134202
23,209,chp_wte_back_pressure,PRT_2,electricity,twh,0.21837069107945734
26,209,el_import,ESP,electricity,twh,6.563452271534651
31,209,electrolysis,PRT_1,hydrogen,twh,0.000882665025862
32,209,electrolysis,PRT_2,hydrogen,twh,29.25350572287681
33,209,existing_pv,PRT_1,electricity,twh,1.7729023666874917
34,209,existing_wind,PRT_1,electricity,twh,16.314495921123697
38,209,heat_storage_big,PRT_1,heat,twh,0.0028518921866812
39,209,heat_storage_big,PRT_2,heat,twh,0.0033452055972928
40,209,heat_storage_small,PRT_1,heat,twh,0.0173741835118265
41,209,heat_storage_small,PRT_2,heat,twh,0.0141425809022394
48,209,hydro_reservoir,PRT_1,electricity,twh,2.157742378365878
49,209,hydro_reservoir,PRT_2,electricity,twh,0.3939818057719277
50,209,hydro_run_of_river,PRT_1,electricity,twh,2.4909019909992383
51,209,hydro_run_of_river,PRT_2,electricity,twh,0.3768645305624797
64,209,methane_boiler,PRT_1,heat,twh,6.167945560740024e-05
65,209,methane_boiler,PRT_2,heat,twh,3.1005368200122815e-05
66,209,methane_storage,PRT_1,methane,twh,5.701216933474562
67,209,methane_storage,PRT_2,methane,twh,5.761295015315085
68,209,open_field_pv,PRT_1,electricity,twh,97.96982981517733
69,209,pumped_hydro,PRT_1,electricity,twh,7.831367184802783
70,209,pumped_hydro,PRT_2,electricity,twh,1.3011995267852154
71,209,roof_mounted_pv,PRT_1,electricity,twh,0.0004675889565997556
72,209,waste_supply,PRT_1,waste,twh,1.0282092947496086
73,209,waste_supply,PRT_2,waste,twh,1.0062950164186768
74,209,wind_offshore,PRT_1,electricity,twh,49.597592392997015
75,209,wind_onshore,PRT_1,electricity,twh,6.325132834044977
0,210,battery,PRT_1,electricity,twh,0.0001594517479345
1,210,battery,PRT_2,electricity,twh,0.0001656656890779
2,210,biofuel_boiler,PRT_1,heat,twh,8.980325576038679
3,210,biofuel_boiler,PRT_2,heat,twh,0.0001554922055279
4,210,biofuel_supply,PRT_1,biofuel,twh,20.403033989585545
5,210,biofuel_supply,PRT_2,biofuel,twh,16.1123283266865
6,210,biofuel_to_diesel,PRT_1,diesel,twh,1.0754493731278334
7,210,biofuel_to_diesel,PRT_2,diesel,twh,1.01384534832415
10,210,biofuel_to_methane,PRT_1,methane,twh,4.3494679684137605
11,210,biofuel_to_methane,PRT_2,methane,twh,3.4775834964710683
12,210,biofuel_to_methanol,PRT_1,methanol,twh,0.7611008765146854
13,210,biofuel_to_methanol,PRT_2,methanol,twh,6.145216976861793
14,210,ccgt,PRT_1,electricity,twh,9.824849256892904e-06
15,210,ccgt,PRT_2,electricity,twh,7.344253779261131e-06
16,210,chp_biofuel_extraction,PRT_1,electricity,twh,0.00016572258410454477
17,210,chp_biofuel_extraction,PRT_2,electricity,twh,0.0001500142854404236
18,210,chp_hydrogen,PRT_1,electricity,twh,5.5846804927020084e-05
19,210,chp_hydrogen,PRT_2,electricity,twh,5.909786505359134e-05
20,210,chp_methane_extraction,PRT_1,electricity,twh,7.431654759142844e-05
21,210,chp_methane_extraction,PRT_2,electricity,twh,7.036091591563375e-05
22,210,chp_wte_back_pressure,PRT_1,electricity,twh,0.22312706665054774
23,210,chp_wte_back_pressure,PRT_2,electricity,twh,0.21837218547243017
26,210,el_import,ESP,electricity,twh,6.454621874650002
31,210,electrolysis,PRT_1,hydrogen,twh,0.0008131137443652
32,210,electrolysis,PRT_2,hydrogen,twh,29.253625243149905
33,210,existing_pv,PRT_1,electricity,twh,1.772899957826956
34,210,existing_wind,PRT_1,electricity,twh,16.31449067242542
38,210,heat_storage_big,PRT_1,heat,twh,0.0026443005231922
39,210,heat_storage_big,PRT_2,heat,twh,0.0033411822978787
40,210,heat_storage_small,PRT_1,heat,twh,0.0149478910487617
41,210,heat_storage_small,PRT_2,heat,twh,0.0133537591208858
48,210,hydro_reservoir,PRT_1,electricity,twh,2.1577510856209305
49,210,hydro_reservoir,PRT_2,electricity,twh,0.3939825512934169
50,210,hydro_run_of_river,PRT_1,electricity,twh,2.51950871352272
51,210,hydro_run_of_river,PRT_2,electricity,twh,0.3769713947720544
64,210,methane_boiler,PRT_1,heat,twh,5.932133595643739e-05
65,210,methane_boiler,PRT_2,heat,twh,3.309722739954655e-05
66,210,methane_storage,PRT_1,methane,twh,5.721115574102366
67,210,methane_storage,PRT_2,methane,twh,5.7460672226497245
68,210,open_field_pv,PRT_1,electricity,twh,97.80613859965499
69,210,pumped_hydro,PRT_1,electricity,twh,7.851113635586476
70,210,pumped_hydro,PRT_2,electricity,twh,1.3095325809732847
71,210,roof_mounted_pv,PRT_1,electricity,twh,0.00047589791644830437
72,210,waste_supply,PRT_1,waste,twh,1.0282100826901293
73,210,waste_supply,PRT_2,waste,twh,1.0062958043087946
74,210,wind_offshore,PRT_1,electricity,twh,49.73885741925801
75,210,wind_onshore,PRT_1,electricity,twh,6.399380621901994
0,211,battery,PRT_1,electricity,twh,0.0075916975022312
1,211,battery,PRT_2,electricity,twh,0.0080076010588317
2,211,biofuel_boiler,PRT_1,heat,twh,4.232354680703548
3,211,biofuel_boiler,PRT_2,heat,twh,3.962762317418656
4,211,biofuel_supply,PRT_1,biofuel,twh,8.306171071378504
5,211,biofuel_supply,PRT_2,biofuel,twh,16.129780581079018
6,211,biofuel_to_diesel,PRT_1,diesel,twh,1.0696999645380836
7,211,biofuel_to_diesel,PRT_2,diesel,twh,1.0080064277278205
10,211,biofuel_to_methane,PRT_1,methane,twh,0.029360860929897
11,211,biofuel_to_methane,PRT_2,methane,twh,0.0122479182482626
12,211,biofuel_to_methanol,PRT_1,methanol,twh,0.7617901187236562
13,211,biofuel_to_methanol,PRT_2,methanol,twh,6.145819022301927
14,211,ccgt,PRT_1,electricity,twh,0.0004672602953924
15,211,ccgt,PRT_2,electricity,twh,0.0004988002531094
16,211,chp_biofuel_extraction,PRT_1,electricity,twh,0.006562662907444601
17,211,chp_biofuel_extraction,PRT_2,electricity,twh,0.0076996588220537
18,211,chp_hydrogen,PRT_1,electricity,twh,0.0037429668710905
19,211,chp_hydrogen,PRT_2,electricity,twh,0.0041547110813575
20,211,chp_methane_extraction,PRT_1,electricity,twh,0.0029110252020792
21,211,chp_methane_extraction,PRT_2,electricity,twh,0.0030384441358719
22,211,chp_wte_back_pressure,PRT_1,electricity,twh,0.2235891374141194
23,211,chp_wte_back_pressure,PRT_2,electricity,twh,0.2188330826901865
26,211,el_import,ESP,electricity,twh,0.5084674257756916
31,211,electrolysis,PRT_1,hydrogen,twh,2.444321967347473
32,211,electrolysis,PRT_2,hydrogen,twh,52.86967029580192
33,211,existing_pv,PRT_1,electricity,twh,1.7768392453478188
34,211,existing_wind,PRT_1,electricity,twh,16.309174068599415
38,211,heat_storage_big,PRT_1,heat,twh,0.1171961767157883
39,211,heat_storage_big,PRT_2,heat,twh,0.1472401576633046
40,211,heat_storage_small,PRT_1,heat,twh,0.8110416550065896
41,211,heat_storage_small,PRT_2,heat,twh,0.8288483619519298
48,211,hydro_reservoir,PRT_1,electricity,twh,2.170435796538632
49,211,hydro_reservoir,PRT_2,electricity,twh,0.3952074071541078
50,211,hydro_run_of_river,PRT_1,electricity,twh,2.6457677918586087
51,211,hydro_run_of_river,PRT_2,electricity,twh,0.404316779561297
64,211,methane_boiler,PRT_1,heat,twh,0.0026032979365493
65,211,methane_boiler,PRT_2,heat,twh,0.0055007527370186
66,211,methane_storage,PRT_1,methane,twh,5.799879545587739
67,211,methane_storage,PRT_2,methane,twh,5.850635918602801
68,211,open_field_pv,PRT_1,electricity,twh,141.42827546318858
69,211,pumped_hydro,PRT_1,electricity,twh,9.21537091153408
70,211,pumped_hydro,PRT_2,electricity,twh,1.4725455983743467
71,211,roof_mounted_pv,PRT_1,electricity,twh,0.020035116852154287
72,211,waste_supply,PRT_1,waste,twh,1.029374007794678
73,211,waste_supply,PRT_2,waste,twh,1.0074597294228416
74,211,wind_offshore,PRT_1,electricity,twh,0.0218328489870635
75,211,wind_onshore,PRT_1,electricity,twh,60.214248221426516
0,212,battery,PRT_1,electricity,twh,0.0048043414732529
1,212,battery,PRT_2,electricity,twh,0.004977907802101
2,212,biofuel_boiler,PRT_1,heat,twh,4.35638759069865
3,212,biofuel_boiler,PRT_2,heat,twh,3.97096021531925
4,212,biofuel_supply,PRT_1,biofuel,twh,8.452678041807946
5,212,biofuel_supply,PRT_2,biofuel,twh,16.12482011773067
6,212,biofuel_to_diesel,PRT_1,diesel,twh,1.0717774412228638
7,212,biofuel_to_diesel,PRT_2,diesel,twh,1.010133536498052
10,212,biofuel_to_methane,PRT_1,methane,twh,0.0256805596008347
11,212,biofuel_to_methane,PRT_2,methane,twh,0.0054830826285742
12,212,biofuel_to_methanol,PRT_1,methanol,twh,0.7615976772697903
13,212,biofuel_to_methanol,PRT_2,methanol,twh,6.145549335397809
14,212,ccgt,PRT_1,electricity,twh,0.0003300567154305
15,212,ccgt,PRT_2,electricity,twh,0.0003478317909724
16,212,chp_biofuel_extraction,PRT_1,electricity,twh,0.0042742058716211
17,212,chp_biofuel_extraction,PRT_2,electricity,twh,0.0047112875380091
18,212,chp_hydrogen,PRT_1,electricity,twh,0.0025573991281107
19,212,chp_hydrogen,PRT_2,electricity,twh,0.0027349783482951
20,212,chp_methane_extraction,PRT_1,electricity,twh,0.0019807677546957
21,212,chp_methane_extraction,PRT_2,electricity,twh,0.002051639762677
22,212,chp_wte_back_pressure,PRT_1,electricity,twh,0.2235024653652387
23,212,chp_wte_back_pressure,PRT_2,electricity,twh,0.2189445526718497
26,212,el_import,ESP,electricity,twh,0.5040682594437476
31,212,electrolysis,PRT_1,hydrogen,twh,2.454794897396555
32,212,electrolysis,PRT_2,hydrogen,twh,52.81215384239968
33,212,existing_pv,PRT_1,electricity,twh,1.776421638712077
34,212,existing_wind,PRT_1,electricity,twh,16.325275030822333
38,212,heat_storage_big,PRT_1,heat,twh,0.063119181724286
39,212,heat_storage_big,PRT_2,heat,twh,0.0758772279362283
40,212,heat_storage_small,PRT_1,heat,twh,0.3816420396542213
41,212,heat_storage_small,PRT_2,heat,twh,0.3488740821555253
48,212,hydro_reservoir,PRT_1,electricity,twh,2.166358227628105
49,212,hydro_reservoir,PRT_2,electricity,twh,0.3948181371178816
50,212,hydro_run_of_river,PRT_1,electricity,twh,2.6434290956546325
51,212,hydro_run_of_river,PRT_2,electricity,twh,0.4020110310391311
64,212,methane_boiler,PRT_1,heat,twh,0.0015867820255829
65,212,methane_boiler,PRT_2,heat,twh,0.0032110992634397
66,212,methane_storage,PRT_1,methane,twh,5.798132222520838
67,212,methane_storage,PRT_2,methane,twh,5.84505128754275
68,212,open_field_pv,PRT_1,electricity,twh,141.04322366983493
69,212,pumped_hydro,PRT_1,electricity,twh,9.224700174240835
70,212,pumped_hydro,PRT_2,electricity,twh,1.4738205155568087
71,212,roof_mounted_pv,PRT_1,electricity,twh,0.014438804557539302
72,212,waste_supply,PRT_1,waste,twh,1.0290026407747876
73,212,waste_supply,PRT_2,waste,twh,1.00708836240279
74,212,wind_offshore,PRT_1,electricity,twh,0.015354269271133099
75,212,wind_onshore,PRT_1,electricity,twh,60.3956964779289
0,213,battery,PRT_1,electricity,twh,0.0017732275003237
1,213,battery,PRT_2,electricity,twh,0.001845921410863
2,213,biofuel_boiler,PRT_1,heat,twh,4.366462813067773
3,213,biofuel_boiler,PRT_2,heat,twh,3.972710734436316
4,213,biofuel_supply,PRT_1,biofuel,twh,8.444241400273238
5,213,biofuel_supply,PRT_2,biofuel,twh,16.116716298767628
6,213,biofuel_to_diesel,PRT_1,diesel,twh,1.074221287242689
7,213,biofuel_to_diesel,PRT_2,diesel,twh,1.01258303629734
10,213,biofuel_to_methane,PRT_1,methane,twh,0.0141453521157281
11,213,biofuel_to_methane,PRT_2,methane,twh,0.0024697319877808
12,213,biofuel_to_methanol,PRT_1,methanol,twh,0.7612884754199968
13,213,biofuel_to_methanol,PRT_2,methanol,twh,6.145363854265982
14,213,ccgt,PRT_1,electricity,twh,0.0001186618981411
15,213,ccgt,PRT_2,electricity,twh,0.0001263042138157
16,213,chp_biofuel_extraction,PRT_1,electricity,twh,0.0015983237248585
17,213,chp_biofuel_extraction,PRT_2,electricity,twh,0.0019319490723072
18,213,chp_hydrogen,PRT_1,electricity,twh,0.0008987452665129
19,213,chp_hydrogen,PRT_2,electricity,twh,0.0009764888007279999
20,213,chp_methane_extraction,PRT_1,electricity,twh,0.0007339673548921001
21,213,chp_methane_extraction,PRT_2,electricity,twh,0.000773550801708
22,213,chp_wte_back_pressure,PRT_1,electricity,twh,0.22325565806760328
23,213,chp_wte_back_pressure,PRT_2,electricity,twh,0.21850613625921794
26,213,el_import,ESP,electricity,twh,0.5029542725671832
31,213,electrolysis,PRT_1,hydrogen,twh,2.6626022118017003
32,213,electrolysis,PRT_2,hydrogen,twh,52.475196683102965
33,213,existing_pv,PRT_1,electricity,twh,1.7735945783072191
34,213,existing_wind,PRT_1,electricity,twh,16.29386108758415
38,213,heat_storage_big,PRT_1,heat,twh,0.0264768314836423
39,213,heat_storage_big,PRT_2,heat,twh,0.0402345163264085
40,213,heat_storage_small,PRT_1,heat,twh,0.1680558083354784
41,213,heat_storage_small,PRT_2,heat,twh,0.171012193741704
48,213,hydro_reservoir,PRT_1,electricity,twh,2.160758593067283
49,213,hydro_reservoir,PRT_2,electricity,twh,0.3942805964702303
50,213,hydro_run_of_river,PRT_1,electricity,twh,2.640046265626937
51,213,hydro_run_of_river,PRT_2,electricity,twh,0.3987393667505315
64,213,methane_boiler,PRT_1,heat,twh,0.0005371906203588
65,213,methane_boiler,PRT_2,heat,twh,0.0011091124105875
66,213,methane_storage,PRT_1,methane,twh,5.79915114594435
67,213,methane_storage,PRT_2,methane,twh,5.853908662062456
68,213,open_field_pv,PRT_1,electricity,twh,141.25387655560598
69,213,pumped_hydro,PRT_1,electricity,twh,9.249050285415896
70,213,pumped_hydro,PRT_2,electricity,twh,1.4730227261501343
71,213,roof_mounted_pv,PRT_1,electricity,twh,0.005226144951091034
72,213,waste_supply,PRT_1,waste,twh,1.0284867016513966
73,213,waste_supply,PRT_2,waste,twh,1.0065724232770603
74,213,wind_offshore,PRT_1,electricity,twh,0.005656181102422539
75,213,wind_onshore,PRT_1,electricity,twh,60.49123454611229
0,214,battery,PRT_1,electricity,twh,0.0053915403345598
1,214,battery,PRT_2,electricity,twh,0.005612777756062
2,214,biofuel_boiler,PRT_1,heat,twh,4.336296837576871
3,214,biofuel_boiler,PRT_2,heat,twh,3.969530168019855
4,214,biofuel_supply,PRT_1,biofuel,twh,8.43009644003352
5,214,biofuel_supply,PRT_2,biofuel,twh,16.12515366933404
6,214,biofuel_to_diesel,PRT_1,diesel,twh,1.0712888776665823
7,214,biofuel_to_diesel,PRT_2,diesel,twh,1.0097487710216335
10,214,biofuel_to_methane,PRT_1,methane,twh,0.0272334856108959
11,214,biofuel_to_methane,PRT_2,methane,twh,0.00658037522414
12,214,biofuel_to_methanol,PRT_1,methanol,twh,0.7617145206149398
13,214,biofuel_to_methanol,PRT_2,methanol,twh,6.145646247600286
14,214,ccgt,PRT_1,electricity,twh,0.0003490721125995
15,214,ccgt,PRT_2,electricity,twh,0.0003687150645768
16,214,chp_biofuel_extraction,PRT_1,electricity,twh,0.004750636695385399
17,214,chp_biofuel_extraction,PRT_2,electricity,twh,0.0050770967332131
18,214,chp_hydrogen,PRT_1,electricity,twh,0.0027734818742443
19,214,chp_hydrogen,PRT_2,electricity,twh,0.0030164116966347
20,214,chp_methane_extraction,PRT_1,electricity,twh,0.0022285882432254
21,214,chp_methane_extraction,PRT_2,electricity,twh,0.0022883373965046
22,214,chp_wte_back_pressure,PRT_1,electricity,twh,0.2235974701478767
23,214,chp_wte_back_pressure,PRT_2,electricity,twh,0.2188900378135408
26,214,el_import,ESP,electricity,twh,0.5045343090901625
31,214,electrolysis,PRT_1,hydrogen,twh,2.449241283181061
32,214,electrolysis,PRT_2,hydrogen,twh,52.81307937939072
33,214,existing_pv,PRT_1,electricity,twh,1.7772893294156957
34,214,existing_wind,PRT_1,electricity,twh,16.32799389796423
38,214,heat_storage_big,PRT_1,heat,twh,0.068805694952455
39,214,heat_storage_big,PRT_2,heat,twh,0.0703883211197333
40,214,heat_storage_small,PRT_1,heat,twh,0.4149362638272344
41,214,heat_storage_small,PRT_2,heat,twh,0.4022397084154865
48,214,hydro_reservoir,PRT_1,electricity,twh,2.167598311647927
49,214,hydro_reservoir,PRT_2,electricity,twh,0.3949483164608737
50,214,hydro_run_of_river,PRT_1,electricity,twh,2.644244661350436
51,214,hydro_run_of_river,PRT_2,electricity,twh,0.4028693460146726
64,214,methane_boiler,PRT_1,heat,twh,0.0016766666584336
65,214,methane_boiler,PRT_2,heat,twh,0.003359040886457
66,214,methane_storage,PRT_1,methane,twh,5.805935490420628
67,214,methane_storage,PRT_2,methane,twh,5.841571205722644
68,214,open_field_pv,PRT_1,electricity,twh,141.0648882927884
69,214,pumped_hydro,PRT_1,electricity,twh,9.221604466939043
70,214,pumped_hydro,PRT_2,electricity,twh,1.4739920146406829
71,214,roof_mounted_pv,PRT_1,electricity,twh,0.01621977406056241
72,214,waste_supply,PRT_1,waste,twh,1.0291114408619704
73,214,waste_supply,PRT_2,waste,twh,1.0071971624890343
74,214,wind_offshore,PRT_1,electricity,twh,0.0172690321911996
75,214,wind_onshore,PRT_1,electricity,twh,60.37385142260563
0,215,battery,PRT_1,electricity,twh,0.00580402321505
1,215,battery,PRT_2,electricity,twh,0.0060550821332326
2,215,biofuel_boiler,PRT_1,heat,twh,4.340244400241785
3,215,biofuel_boiler,PRT_2,heat,twh,3.9705792064607457
4,215,biofuel_supply,PRT_1,biofuel,twh,8.444947363460615
5,215,biofuel_supply,PRT_2,biofuel,twh,16.12838434441329
6,215,biofuel_to_diesel,PRT_1,diesel,twh,1.0708303958265533
