spores,techs,locs,carriers,unit,flow_out_sum
101,pumped_hydro,PRT_1,electricity,twh,7.392700478806818
101,pumped_hydro,PRT_2,electricity,twh,1.3548353705506715
101,roof_mounted_pv,PRT-10_1,electricity,twh,0.00010223970611516068
101,roof_mounted_pv,PRT-11_1,electricity,twh,0.00010995241152769703
101,roof_mounted_pv,PRT-12_1,electricity,twh,0.00010370445329804491
101,roof_mounted_pv,PRT-14_1,electricity,twh,9.371211505523189e-05
101,roof_mounted_pv,PRT-15_1,electricity,twh,0.00010597525198193826
101,roof_mounted_pv,PRT-16_1,electricity,twh,9.304555196968307e-05
101,roof_mounted_pv,PRT-17_1,electricity,twh,9.962732339267505e-05
101,roof_mounted_pv,PRT-18_1,electricity,twh,9.0020446426078e-05
101,roof_mounted_pv,PRT-19_1,electricity,twh,9.440485482589033e-05
101,roof_mounted_pv,PRT-1_1,electricity,twh,9.021156065807876e-10
101,roof_mounted_pv,PRT-20_1,electricity,twh,9.795034562312396e-05
101,roof_mounted_pv,PRT-3_1,electricity,twh,0.00011287811715607354
101,roof_mounted_pv,PRT-4_1,electricity,twh,9.27189174177363e-05
101,roof_mounted_pv,PRT-5_1,electricity,twh,9.917044374722179e-05
101,roof_mounted_pv,PRT-6_1,electricity,twh,0.00011230928556765137
101,roof_mounted_pv,PRT-7_1,electricity,twh,0.0001018550348686587
101,roof_mounted_pv,PRT-8_1,electricity,twh,9.737199916593773e-05
101,roof_mounted_pv,PRT-9_1,electricity,twh,0.0001262224584199706
101,waste_supply,PRT_1,waste,twh,1.2999649713877672
101,waste_supply,PRT_2,waste,twh,1.2722579509445906
101,wind_offshore,PRT-11_1,electricity,twh,0.08284869140888174
101,wind_offshore,PRT-12_1,electricity,twh,3.92482873091368
101,wind_offshore,PRT-15_1,electricity,twh,0.0856389277805122
101,wind_offshore,PRT-16_1,electricity,twh,3.768850688584861
101,wind_offshore,PRT-17_1,electricity,twh,3.7704272666191256
101,wind_offshore,PRT-18_1,electricity,twh,0.08285094960909367
101,wind_offshore,PRT-1_1,electricity,twh,1.4229021011735144e-07
101,wind_offshore,PRT-20_1,electricity,twh,0.055654933534064206
101,wind_offshore,PRT-3_1,electricity,twh,3.99653106466049
101,wind_offshore,PRT-4_1,electricity,twh,0.08285802433074047
101,wind_offshore,PRT-7_1,electricity,twh,0.08285192150669021
101,wind_offshore,PRT-9_1,electricity,twh,4.113785911398546
101,wind_onshore,PRT-10_1,electricity,twh,0.0002825754611128152
101,wind_onshore,PRT-11_1,electricity,twh,0.00028978204312089643
101,wind_onshore,PRT-12_1,electricity,twh,0.00010465345955449455
101,wind_onshore,PRT-14_1,electricity,twh,0.0003093465497898667
101,wind_onshore,PRT-15_1,electricity,twh,0.00022767489731122682
101,wind_onshore,PRT-16_1,electricity,twh,0.00028930066388775227
101,wind_onshore,PRT-17_1,electricity,twh,0.00019514044701747662
101,wind_onshore,PRT-18_1,electricity,twh,0.00022278027739215938
101,wind_onshore,PRT-19_1,electricity,twh,0.0002028356817009347
101,wind_onshore,PRT-1_1,electricity,twh,2.8040700786944576e-07
101,wind_onshore,PRT-20_1,electricity,twh,0.0002308843622803614
101,wind_onshore,PRT-3_1,electricity,twh,0.0003002026321087748
